ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Image-URL-L
0262200600;Cellular Automata Machines: A New Environment for Modeling (Scientific Computation);Tommaso Toffoli;1987;The MIT Press;http://images.amazon.com/images/P/0262200600.01.LZZZZZZZ.jpg
0262201062;Mind: Introduction to Cognitive Science;Paul Thagard;1996;Bradford Books;http://images.amazon.com/images/P/0262201062.01.LZZZZZZZ.jpg
0262210169;Pricing Life: Why It's Time for Health Care Rationing (Basic Bioethics);Peter A. UbelM.D.;1999;The MIT Press;http://images.amazon.com/images/P/0262210169.01.LZZZZZZZ.jpg
0262220547;Why So Slow?: The Advancement of Women;Virginia Valian;1998;Mit Pr;http://images.amazon.com/images/P/0262220547.01.LZZZZZZZ.jpg
0262230674;Loneliness: the experience of emotional and social isolation;Robert Stuart Weiss;1974;MIT Press;http://images.amazon.com/images/P/0262230674.01.LZZZZZZZ.jpg
0262240319;Looking Awry: An Introduction to Jacques Lacan through Popular Culture (October Books);Slavoj Zizek;1991;The MIT Press;http://images.amazon.com/images/P/0262240319.01.LZZZZZZZ.jpg
0262511053;The Global Internet Trust Register: 1999 edition;Ross Anderson;1999;The MIT Press;http://images.amazon.com/images/P/0262511053.01.LZZZZZZZ.jpg
0262511096;Zen and the Brain: Toward an Understanding of Meditation and Consciousness;James H. Austin;1999;The MIT Press;http://images.amazon.com/images/P/0262511096.01.LZZZZZZZ.jpg
026252015X;Boston Architecture;Boston Society;1970;The MIT Press;http://images.amazon.com/images/P/026252015X.01.LZZZZZZZ.jpg
0262520400;Discrete Multivariate Analysis: Theory and Practice;Yvonne M. Bishop;1977;The MIT Press;http://images.amazon.com/images/P/0262520400.01.LZZZZZZZ.jpg
0262520443;History of Modern Architecture, Vol. 1;Leonardo Benevolo;1977;The MIT Press;http://images.amazon.com/images/P/0262520443.01.LZZZZZZZ.jpg
0262520850;Common Crisis North-South : Cooperation for World Recovery;The Brandt Commission;1983;The MIT Press;http://images.amazon.com/images/P/0262520850.01.LZZZZZZZ.jpg
0262521431;Scenes in America Deserta;Reyner Banham;1989;The MIT Press;http://images.amazon.com/images/P/0262521431.01.LZZZZZZZ.jpg
0262521563;The Philosophy of Science;Richard Boyd;1991;Bradford Books;http://images.amazon.com/images/P/0262521563.01.LZZZZZZZ.jpg
0262522950;Sorting Things Out: Classification and Its Consequences (Inside Technology);Geoffrey C. Bowker;2000;The MIT Press;http://images.amazon.com/images/P/0262522950.01.LZZZZZZZ.jpg
0262530392;From Genesis to Genocide : The Meaning of Human Nature and the Power of Behavior Control;Stephan L. Chorover;1980;The MIT Press;http://images.amazon.com/images/P/0262530392.01.LZZZZZZZ.jpg
0262531232;Cyberspace and the Law: Your Rights and Duties in the On-Line World;Ed Cavazos;1994;The MIT Press;http://images.amazon.com/images/P/0262531232.01.LZZZZZZZ.jpg
0262531526;The Man Who Tasted Shapes;Richard E. Cytowic;1998;Bradford Books;http://images.amazon.com/images/P/0262531526.01.LZZZZZZZ.jpg
0262531593;Historical Linguistics: An Introduction;Lyle Campbell;1999;The MIT Press;http://images.amazon.com/images/P/0262531593.01.LZZZZZZZ.jpg
0262540428;Elbow Room: The Varieties of Free Will Worth Wanting;Daniel C. Dennett;1984;Bradford Books;http://images.amazon.com/images/P/0262540428.01.LZZZZZZZ.jpg
0262540673;What Computers Still Can't Do: A Critique of Artificial Reason;Hubert L. Dreyfus;1992;The MIT Press;http://images.amazon.com/images/P/0262540673.01.LZZZZZZZ.jpg
0262540835;Darwinism Evolving: Systems Dynamics and the Genealogy of Natural Selection;David J. Depew;1996;Bradford Books;http://images.amazon.com/images/P/0262540835.01.LZZZZZZZ.jpg
0262540843;Losing Ground: American Environmentalism at the Close of the Twentieth Century;Mark Dowie;1996;The MIT Press;http://images.amazon.com/images/P/0262540843.01.LZZZZZZZ.jpg
0262560038;The Character of Physical Law (Messenger Lectures, 1964);Richard Feynman;1967;The MIT Press;http://images.amazon.com/images/P/0262560038.01.LZZZZZZZ.jpg
0262560925;Computers and Thought;Edward A. Feigenbaum;1995;AAAI Press;http://images.amazon.com/images/P/0262560925.01.LZZZZZZZ.jpg
0262561093;Artificial Minds;Stan Franklin;1997;Bradford Books;http://images.amazon.com/images/P/0262561093.01.LZZZZZZZ.jpg
0262571218;Darwin's Dreampond: Drama on Lake Victoria;Tijs Goldschmidt;1998;The MIT Press;http://images.amazon.com/images/P/0262571218.01.LZZZZZZZ.jpg
0262571250;Particular Voices: Portraits of Gay and Lesbian Writers;Robert Giard;1998;The MIT Press;http://images.amazon.com/images/P/0262571250.01.LZZZZZZZ.jpg
0262580500;Crystals and Crystal Growing;Alan Holden;1982;The MIT Press;http://images.amazon.com/images/P/0262580500.01.LZZZZZZZ.jpg
0262581027;The Philosophical Discourse of Modernity: Twelve Lectures (Studies in Contemporary German Social Thought);Jrgen Habermas;1990;The MIT Press;http://images.amazon.com/images/P/0262581027.01.LZZZZZZZ.jpg
0262581086;The Structural Transformation of the Public Sphere: An Inquiry into a Category of Bourgois Society (Studies in Contemporary German Social Thought);JÃÂ¼rgen Habermas;1991;The MIT Press;http://images.amazon.com/images/P/0262581086.01.LZZZZZZZ.jpg
0262581302;Postmetaphysical Thinking (Studies in Contemporary German Social Thought);Jrgen Habermas;1994;The MIT Press;http://images.amazon.com/images/P/0262581302.01.LZZZZZZZ.jpg
0262581531;Mind Design II: Philosophy, Psychology, and Artificial Intelligence;John Haugeland;1997;Bradford Books;http://images.amazon.com/images/P/0262581531.01.LZZZZZZZ.jpg
0262581833;Eccentric Spaces;Robert Harbison;2000;The MIT Press;http://images.amazon.com/images/P/0262581833.01.LZZZZZZZ.jpg
026261037X;Abusing Science: The Case Against Creationism;Philip Kitcher;1983;The MIT Press;http://images.amazon.com/images/P/026261037X.01.LZZZZZZZ.jpg
0262610418;Inversions : A Catalog of Calligraphic Cartwheels;Scott Kim;1985;The MIT Press;http://images.amazon.com/images/P/0262610418.01.LZZZZZZZ.jpg
0262620200;History and Class Consciousness;Georg Lukcs;1972;The MIT Press;http://images.amazon.com/images/P/0262620200.01.LZZZZZZZ.jpg
0262621053;Chambers for a Memory Palace;Donlyn Lyndon;1996;The MIT Press;http://images.amazon.com/images/P/0262621053.01.LZZZZZZZ.jpg
026262124X;Eco-Pioneers: Practical Visionaries Solving Today's Environmental Problems;Steve Lerner;1998;The MIT Press;http://images.amazon.com/images/P/026262124X.01.LZZZZZZZ.jpg
0262631512;Readings in the Philosophy of Social Science;Michael Martin;1994;Bradford Books;http://images.amazon.com/images/P/0262631512.01.LZZZZZZZ.jpg
0262631598;Understanding Media: The Extensions of Man;Marshall McLuhan;1994;The MIT Press;http://images.amazon.com/images/P/0262631598.01.LZZZZZZZ.jpg
0262631652;Mind and Morals: Essays on Ethics and Cognitive Science;Larry May;1996;Bradford Books;http://images.amazon.com/images/P/0262631652.01.LZZZZZZZ.jpg
026263287X;Rhythm Science (Mediaworks Pamphlets);Paul D. Miller aka Dj Spooky that Subliminal Kid;2004;The MIT Press;http://images.amazon.com/images/P/026263287X.01.LZZZZZZZ.jpg
0262661659;Tower of Babel: The Evidence against the New Creationism;Robert T. Pennock;2000;Bradford Books;http://images.amazon.com/images/P/0262661659.01.LZZZZZZZ.jpg
0262680025;Experiencing Architecture - 2nd Edition;Steen Eiler Rasmussen;1964;The MIT Press;http://images.amazon.com/images/P/0262680025.01.LZZZZZZZ.jpg
0262680939;Turtles, Termites, and Traffic Jams: Explorations in Massively Parallel Microworlds (Complex Adaptive Systems);Mitchel Resnick;1997;Bradford Books;http://images.amazon.com/images/P/0262680939.01.LZZZZZZZ.jpg
0262681218;The Virtual Community: Homesteading on the Electronic Frontier, revised edition;Howard Rheingold;2000;The MIT Press;http://images.amazon.com/images/P/0262681218.01.LZZZZZZZ.jpg
0262681358;The Invisible Heart: An Economic Romance;Russell Roberts;2002;The MIT Press;http://images.amazon.com/images/P/0262681358.01.LZZZZZZZ.jpg
0262690128;The Classical Language of Architecture;John Summerson;1966;The MIT Press;http://images.amazon.com/images/P/0262690128.01.LZZZZZZZ.jpg
0262691043;The Copyright Book: A Practical Guide;William S. Strong;1986;MIT Press;http://images.amazon.com/images/P/0262691043.01.LZZZZZZZ.jpg
026269185X;Models of My Life;Herbert A. Simon;1996;The MIT Press;http://images.amazon.com/images/P/026269185X.01.LZZZZZZZ.jpg
0262691892;The War of Desire and Technology at the Close of the Mechanical Age;Allucqure Rosanne Stone;1996;The MIT Press;http://images.amazon.com/images/P/0262691892.01.LZZZZZZZ.jpg
0262720345;A Landscape of Events (Writing Architecture);Paul Virilio;2000;The MIT Press;http://images.amazon.com/images/P/0262720345.01.LZZZZZZZ.jpg
0262730065;Language, Thought, and Reality: Selected Writings;Benjamin Lee Whorf;1964;The MIT Press;http://images.amazon.com/images/P/0262730065.01.LZZZZZZZ.jpg
0262730472;Bauhaus: Weimar, Dessau, Berlin, Chicago;Hans Wingler;1978;The MIT Press;http://images.amazon.com/images/P/0262730472.01.LZZZZZZZ.jpg
0262730863;Blasted Allegories: An Anthology of Writings by Contemporary Artists;Brian Wallis;1989;The MIT Press;http://images.amazon.com/images/P/0262730863.01.LZZZZZZZ.jpg
026274015X;Looking Awry: An Introduction to Jacques Lacan through Popular Culture (October Books);Slavoj Zizek;1992;The MIT Press;http://images.amazon.com/images/P/026274015X.01.LZZZZZZZ.jpg
0263054969;White Light and Rainbows (Ready for Science);Michael Holt;2002;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263054969.01.LZZZZZZZ.jpg
0263107256;Dream House;Victoria Gordon;1986;Thorndike Pr (Largeprint);http://images.amazon.com/images/P/0263107256.01.LZZZZZZZ.jpg
0263108236;No Alternative;Way;1987;MacMillan Publishing Company.;http://images.amazon.com/images/P/0263108236.01.LZZZZZZZ.jpg
0263108279;Ice Venture Nurse;Lydia Balmain;1989;MacMillan Publishing Company.;http://images.amazon.com/images/P/0263108279.01.LZZZZZZZ.jpg
0263109658;Season of Forgetfulness;E. Summers;1986;Thorndike Pr;http://images.amazon.com/images/P/0263109658.01.LZZZZZZZ.jpg
0263110648;Ecstasy (Thorndike Large Print Harlequin Series);Anne Weale;1986;Thorndike Pr (Largeprint);http://images.amazon.com/images/P/0263110648.01.LZZZZZZZ.jpg
0263111091;Silver Flame (Harlequin Large Print (Unnumbered Hardcover));Margaret Pargeter;1986;MacMillan Publishing Company.;http://images.amazon.com/images/P/0263111091.01.LZZZZZZZ.jpg
0263112136;Echo in the Valley;Yvonne Whittal;1987;Thorndike Pr (Largeprint);http://images.amazon.com/images/P/0263112136.01.LZZZZZZZ.jpg
0263113957;Sister Stephanie's Ward (Harlequin Large Print (Unnumbered Hardcover));Helen Upshall;1987;MacMillan Publishing Company.;http://images.amazon.com/images/P/0263113957.01.LZZZZZZZ.jpg
0263114694;Frangipani (Harlequin Large Print (Unnumbered Hardcover));Anne Weale;1987;MacMillan Publishing Company.;http://images.amazon.com/images/P/0263114694.01.LZZZZZZZ.jpg
0263116840;One in a Million (Harlequin Large Print (Unnumbered Hardcover));Field;1988;MacMillan Publishing Company.;http://images.amazon.com/images/P/0263116840.01.LZZZZZZZ.jpg
0263122182;An Arabian courtship;Lynne Graham;1989;"Mills &amp; Boon";http://images.amazon.com/images/P/0263122182.01.LZZZZZZZ.jpg
0263122646;Tiger's Eye (Thorndike Large Print Harlequin Series);Madeleine Ker;1990;MacMillan Publishing Company.;http://images.amazon.com/images/P/0263122646.01.LZZZZZZZ.jpg
0263123081;Java nights;Karen Van der Zee;1990;"Mills &amp; Boon";http://images.amazon.com/images/P/0263123081.01.LZZZZZZZ.jpg
0263124991;An answer from the heart (Romance);Claudia Jameson;1990;"Mills &amp; Boon";http://images.amazon.com/images/P/0263124991.01.LZZZZZZZ.jpg
0263128075;Such Sweet Poison (Thorndike Large Print Harlequin Series);Anne Mather;1991;MacMillan Publishing Company.;http://images.amazon.com/images/P/0263128075.01.LZZZZZZZ.jpg
026313539X;Yesterday's Echoes (Harlequin Large Print);Penny Jordan;1993;MacMillan Publishing Company.;http://images.amazon.com/images/P/026313539X.01.LZZZZZZZ.jpg
0263135527;Rebel Harvest;Pauline Bentley;1993;Chivers North Amer;http://images.amazon.com/images/P/0263135527.01.LZZZZZZZ.jpg
0263137740;Original Sin (Thorndike Large Print Harlequin Serise);Rosalie Ash;1994;Thorndike Pr;http://images.amazon.com/images/P/0263137740.01.LZZZZZZZ.jpg
0263139646;Infamous Bargain (Thorndike Large Print Harlequin Romance Series);Daphne Clair;1995;Thorndike Pr;http://images.amazon.com/images/P/0263139646.01.LZZZZZZZ.jpg
0263148866;The Marriage Risk (Thorndike Large Print Harlequin Series);Debbie Macomber;1997;Thorndike Press;http://images.amazon.com/images/P/0263148866.01.LZZZZZZZ.jpg
0263149749;Daddy's Little Helper (Thorndike Large Print Harlequin Series);Debbie Macomber;1997;Thorndike Pr;http://images.amazon.com/images/P/0263149749.01.LZZZZZZZ.jpg
0263150070;Because of the Baby (Thorndike Large Print Harlequin Series);Debbie Macomber;1997;Thorndike Pr;http://images.amazon.com/images/P/0263150070.01.LZZZZZZZ.jpg
0263151689;Night of Shame (Thorndike Large Print Harlequin Series);Miranda Lee;1997;Harlequin Books;http://images.amazon.com/images/P/0263151689.01.LZZZZZZZ.jpg
0263153002;The Trouble With Trent! (Thorndike Large Print Harlequin Series);Jessica Steele;1997;Harlequin Books;http://images.amazon.com/images/P/0263153002.01.LZZZZZZZ.jpg
0263158306;Look-a-Like Fiancee;Elizabeth Duke;1998;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263158306.01.LZZZZZZZ.jpg
0263158667;Temporary Engagement;Jessica Hart;1998;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263158667.01.LZZZZZZZ.jpg
0263161048;Caroline's Child;Debbie MacOmber;2000;"Mills &amp; Boon";http://images.amazon.com/images/P/0263161048.01.LZZZZZZZ.jpg
0263165922;Outback with the Boss;Barbara Hannay;2000;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263165922.01.LZZZZZZZ.jpg
0263167070;A Scandalous Engagement (Thorndike Harlequin I Romance);Cathy Williams;2000;Thorndike Press;http://images.amazon.com/images/P/0263167070.01.LZZZZZZZ.jpg
0263169065;Coming Home to Daniel (Medical Romance: Denison Memorial Hospital);Josie Metcalfe;2001;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263169065.01.LZZZZZZZ.jpg
0263169103;Emotional Rescue (Medical Romance);Alison Roberts;2001;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263169103.01.LZZZZZZZ.jpg
0263169634;A Father for Her Child;Barbara Hart;2001;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263169634.01.LZZZZZZZ.jpg
0263169715;The Prince's Heir;Sally Carleen;2001;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263169715.01.LZZZZZZZ.jpg
026317073X;Guess What? We're Married!;Susan Meier;2001;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/026317073X.01.LZZZZZZZ.jpg
0263171639;Emergency Reunion (Medical Romance);Abigail Gordon;2002;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263171639.01.LZZZZZZZ.jpg
0263171728;Emergency Wedding;Marion Lennox;2002;Thorndike Press;http://images.amazon.com/images/P/0263171728.01.LZZZZZZZ.jpg
0263172260;A Suitable Husband (Thorndike Harlequin I Romance);Jessica Steele;2001;"G. K. Hall &amp; Company";http://images.amazon.com/images/P/0263172260.01.LZZZZZZZ.jpg
0263173089;Innocent Secret (Harlequin Medical);Josie Metcalfe;2002;"Mills &amp; Boon";http://images.amazon.com/images/P/0263173089.01.LZZZZZZZ.jpg
0263173828;The Whirlwind Wedding (Thorndike Large Print Harlequin Series);Day Leclaire;2003;Thorndike Press;http://images.amazon.com/images/P/0263173828.01.LZZZZZZZ.jpg
0263174476;Cinderella and the CEO;Susan Meier;2002;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263174476.01.LZZZZZZZ.jpg
0263175111;Garrett's Back in Town;Leigh Michaels;2002;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263175111.01.LZZZZZZZ.jpg
0263176703;Baby Chase;Hannah Bernard;2003;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263176703.01.LZZZZZZZ.jpg
0263179621;A Parisian Proposition;Barbara Hannay;2004;Ulverscroft Large Print;http://images.amazon.com/images/P/0263179621.01.LZZZZZZZ.jpg
0263179745;A Doctor's Courage (Harlequin Medical Romance);Gill Sanderson;2003;"Mills &amp; Boon";http://images.amazon.com/images/P/0263179745.01.LZZZZZZZ.jpg
0263180573;The Marriage Command;Susan Fox;2004;Thorndike Pr;http://images.amazon.com/images/P/0263180573.01.LZZZZZZZ.jpg
0263722562;Dangerous masquerade;Janet Dailey;2002;Mills and Boon;http://images.amazon.com/images/P/0263722562.01.LZZZZZZZ.jpg
0263772438;The Paris Type;Christine Greig;1991;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263772438.01.LZZZZZZZ.jpg
0263773124;Magic of the Baobab;Yvonne Whittal;1978;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263773124.01.LZZZZZZZ.jpg
0263775771;Blossoming Love;Deborah Davis;1992;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263775771.01.LZZZZZZZ.jpg
0263779130;Gentle Savage;Helen Brooks;1993;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263779130.01.LZZZZZZZ.jpg
026377919X;In Safe Hands;Margaret O'Neill;1992;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/026377919X.01.LZZZZZZZ.jpg
0263779688;Deceptive Passion;Sophie Weston;1993;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263779688.01.LZZZZZZZ.jpg
0263779785;A Warning of Magic;Kate Kingston;1993;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263779785.01.LZZZZZZZ.jpg
0263780694;More Than Memories;Judith Worthy;1993;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263780694.01.LZZZZZZZ.jpg
0263780929;Love Blooms;Christine Adams;1993;"Harlequin Mills &amp; Boon Ltd";http://images.amazon.com/images/P/0263780929.01.LZZZZZZZ.jpg
